5E92737C	"Give Me Letters 2, 3 and 6!": Partial Password Implementations and Attacks
817F04AC	Angus Alive - Password reminder
68AF8957	Single sign-on using cookies for Web applications
806732F4	Reduction of feed protein levels and of nitrogenous N-excretions by lysine supplementation in intensive carp culture
2EA3D5D8	Actualisation des etudes d'evaluation de l'impact social des travaux de rehabilitation des routes en terres du financement additionnel : pre rapport definitif
5868718D	Application‐Level Security
85FAD306	N-party encrypted diffie-hellman key exchange using different passwords
7AB8C33A	Comparison of the γ-crystallins isolated from eye lenses of shark and carp Unique secondary and tertiary structure of shark γ-crystallin
23ECC6D1	Perception vs. reality : separating the Great Lakes from Chicago Area Waterway System requires information beyond media reports
2FE0D781	Effect of deltametrin and lambda-cyhalotrin on reactivity of isolated striated muscles of common carp [Cyprinus carpio L.]
3D30F068	Mobile Security Tips to Help You Be Safe!
708B2839	A server-independent password authentication method for access-controlled Web pages
00B7B63B	Performance of alternative experimental strategies for developing extensive polyculture systems in small water bodies.
7A8CDA78	Improvement of HWWM-authenticated key agreement protocol
7AF2D1EF	Biometric authentication & identification through behavioral biometrics: A survey
7C9C137D	Isolation and Characterization of Hypothalamic Growth-Hormone Releasing Factor from Common Carp, Cyprinus carpio
75420ECD	Eyes-free gesture passwords: a comparison of various eyes-free input methods
022F2556	Ripristinare le password login archiviate in Google Chrome
75EE3EA2	Inhibition of cytotoxic activity of carp lymphocytes ( Cyprinus carpio ) by anti-thymocyte monoclonal antibodies
7A9DAFFD	Attenuating Effects of N-acetylcysteine (NAC) against Fish Parasiticide-induced Toxicity in Carp Cyprinus carpio
782A784B	Phototransduction in Cones as Examined in Excised Membrane Patch.
2FCB7D39	Some anomalies in the structure of spores of Myxobolus dispar Thelohan, 1895 [Myxosporidia]
70B6A0E9	Cost-effective computer security: cognitive and associative passwords
81AE012B	Effect of Drug-metabolizing Enzyme Activity Induced by PCB on the Residence Time of Oxolinic Acid, Piromidic Acid and Nalidixic Acid in Carp
7D1958FF	Sublethal propoxur toxicity to juvenile common carp (Cyprinus carpio L., 1758): biochemical, hematological, histopathological, and genotoxicity effects.
1C950E2B	IOE LibGuides. Accessing Resources Remotely. Catalogue/IOE Library Search.
780D03B9	Respiratory responses to stimulation of branchial vagus nerve ganglia of a teleost fish.
16742587	Regulation of Carbohydrate Metabolism in Fish-XIX. Effects of Dietary Pollack Liver Oil, Soybean Oil, and Medium Chain Triglyceride on Hepatopancreatic Enzyme Activities in Carp.
78E73DD9	New Pathways in Identity Management
43D82DF8	Password è la più diffusa tra le password
14FB6324	Creeping Environmental Problems and Sustainable Development in the Aral Sea Basin: Creeping changes in biological communities in the Aral Sea
7D15A5AE	Quantitation of antibody secreting cells in high and low antibody responder inbred carp ( Cyprinus carpio L.) strains
778A17F1	Analysis and Enhancement of an Optimized Gateway-Oriented Password-Based Authenticated Key Exchange Protocol
7739F5A2	The Effect of Seasonal Variations on Fatty Acid Composition of Muscle Tissues of Yag Fish and Carp Living in Freshwater
7F63BC2D	Oxygen and strontium isotopes as provenance indicators of fish at archaeological sites: the case study of Sagalassos, SW Turkey
8271A319	CaptureMe: Attacking the User Credential in Mobile Banking Applications
097BEED0	Security Analysis of a Nonce-Based User Authentication Scheme Using Smart Cards*This work was supported by the Korean Ministry of Information and Communication under the Information Technology Research Center (ITRC) support program supervised by the Institute of Information Technology Assessment (IITA).
75103588	Improving graphical password resistant to shoulder-surfing using 4-way recognition-based sequence reproduction (RBSR4)
70FE4F5E	Penggunaan Glyroxyl untuk Menghambat Penurunan Mutu Ikan Mas (Cyprinus carpio) Segar
76782D37	Improvement of Transfection Efficiency of Epithelioma Papulosum Cyprini Carp Cells by Modification of Cell Cycle and Use of an Optimal Promoter
7A626F75	Natural origins of off-flavours in fish related to feeding habits
7B448A43	Graphical and text based challenge questions for secure and usable authentication in online examinations
7A4BACAC	The Naturalisation of Animals and Plants in New Zealand: FISHES
751128F9	Design and testing of a fish bone separator machine
79F41F76	Gene structure of carp Cyprinus carpio cathepsin B
60CB94CE	Cloning and the Nucleotide Sequence of Carp .BETA.-Globin Gene.
7FFF5E42	Response of enzyme activities and metabolic intermediate concentrations to a long burst of exercise and following resting in muscle and the hepatopancreas of carp
757BC929	Effect of Transglutaminase on Rheological Property of Actomyosin Gels Prepared from Carp and Piranha during Frozen Storage.
269A29E0	Provably Secure Three-Party Password-Authenticated Key Exchange(Information Security)
7585096A	Cryptanalysis and improvement on three-party protocols for password authenticated key exchange
06C7FC5F	Generating synthetic VoIP traffic for analyzing redundant OpenBSD-Firewalls
3A2ECC8B	Studies on selected protective functions of thrombocytes and neutrophilic granulocytes in healthy and sick carp
84FEC1B5	THE EFFECTS OF VITAMINS INJECTION (A, C, A+C AND AD3E) ON WOUND HEALING PROCESS AND SOME HEMATOLOGICAL RESPONSE IN COMMON CARP, CYPRINUS CARPIO
3453094C	Regional environmental review non-technical summary (draft)
7A6A0381	Development of a hypoallergenic recombinant parvalbumin for first-in-man subcutaneous immunotherapy of fish allergy.
803CD6EA	Meiobenthos provides a food resource for young cyprinids
7D802E5D	Cryopreservation of common carp sperm
40FFAA08	IOE LibGuides. Getting Started. Support.
78BE179D	Wifi authentication through social networks — A decentralized and context-aware approach
360418AA	Plasmalogen of fish lipoprotein
13E136E3	Runtriz Hotel Evolution - Electronic Bellboy | Gear Live
6AB9CC37	Long-term of Starvation on Carp Plasma Lipoprotein Profiles.
7ABB70AA	A More Secure and Efficient Remote Authentication Scheme with Key Agreement
5B5394C4	돈오 김 소설의 담론적 특성
72A159BE	An Overview of Essential Security Measures for Competitive Organizations
1B175F78	IOE LibGuides. Accessing Resources Remotely. ERIC.
78B4C3AF	3D Profile Variety Measurement of Pectoral Fin in Fish Fast Start
807FA086	Hematological Profile of the Juvenile Carp (Cyprinus carpio, L. 1758) Reared into a Recirculating Aquaculture System with Probiotics Supplement
2EB1296A	Effects of Parasitism on Reservoir Fisheries in South East Asia, Final Technical Report.
