7F1A1204	7C3A80EF 7D6DB019 791B6623
7F730BE3	7F478A62 7E6E7105 7FBF4E8E 7F0E60A9 7F0517B7 7FD5E3F5 74378C2D 5FE4BF92 5EAD0F6D 7F210DA4 81235670 7FCB7A3D 80F93AB6 7F9E0677 5CAAE18D 7FFDEE72 7DA77427 7E346338 7ED77ED7 76E1E03B 81592338 7F156E63 80AE7F71 73E83DD9 7DE18188 7FCBC684 7D5CD5BD 8140D8FF 7F36D1CF 812FB45B 6582F521 7CF0D433 7D42C98F 7D92D94E 590255BC 76640C88 7E06A74F 81223FA7
7EA2D1C9	7D27A0A1 3A5E2C73 5BD810FA 6F422D36 7D10611E 7D929BA8 0431C3BA 5AB9EFB3
7692B860	76ABBCB9 7DC69840 75761FD1
5F1973C5	792DFB5B 595B82CC 79D31260 7B78BFC3 7CEC3E9A 76970035 808F31E4 79EA9509 75D55551 7893053C 76EB6D58 70A20DF1 775EEEFF 79DC185F 794A9440 7C9F2A44 7B4C706A 75EF1EA0 7B56CCC0 76F50D5C 795A24AA 7CF5392B 75893741 77414890 7B498B0E 8015FFE8 7BEE3310 79185246 77A4EF8F 7A01DB1B 7B9C714A 7517F6FC 78FAA5EF 7C6D9686 7FA5A062
815001F6	7CC4D5EA
7E4BBE36	75697877 7D89D2E6 756CA880 7E04D70F 757E2C36 7F28F511 7E564511 811204E9
81606F83	7CF1B4DE 800A3B52 7D43D04A 0B57975D 7D5EE9B2 71127E2A 5DA23023 5C90F9A8 7CA002A7 75B715FD 6991FCDB 8002F118 7BAE2F12 79B30C42
7DF2B159	78DB1215 7DE8AE28 76A0E510 751872F5 7D5ABEB2 06EFC67C 7985FCE2 7E24BDDE 7C79D1DE 7F141B91
7916DA1D	7F43B575 7B0D3F37 763D7C25 7DF99FCD 805CB4FE 80C54789 77F11118 76343C42 7EE3323C 7DC8A86A 7E7DFB6E 7C3A80EF 811B62D1 7BBC4A3D
7FE0863F	808CD8F5 81374EF5 7DBB2BA8 81747AD6 77E78A3A 7FFE53A3 7CFE17C2 0B7FA59F 7F269E25
751499F1	800AF74D 7A031B03 77584D69
811EBD58	775EE3E5 7AF3D8BE 7ADFA019 78CCD283 7C3FA15B 7738EFF8 7B5FBF59 810E9F49 770043A1
7D484FCE	5B8A03B8 6284040A 63CD1D14
7E5D779D	7A513B73 7E7B7E3A 7F8B9888 7DD34D0B 7F1CF41A
7CCCC176	7E724493
7A568CBD	7C313E1C
7EAA84D5	7F262A88 7D5D4D79 7EC8702F 7F68BDD2 7FA935D4 7D684EEF 7DE56431 7687736D 0528A3CE 72AD836E 7FDF0D50 7F9CED3E 808B3547 7E109EE9 7F3DC3F2 01917BA9 07AA07AD 7DD2C23A 7D76E147 077EF11B 7DD9A50F 7E887E11 7D013FD4 00E7BF52 7689F057 78C1D7A2 80646645 7AFA5F0E 765183C9 8041B295 723972CF
8055DEA5	7F5B49E6 7E5F33DB 751C439E 7E9425E0 585021B4 7E36126D 800D0A5A
7A94D1A5	79BCCA48 5A4C4960 779EED4D 7C86E479 784C97FF 7666B7CA
7FAA0544	76249AA4 7A7256AB 7A15E767
80E69796	7FB0ACCC 7F085B21 5E0EA00E
7DB5F877	7E23B73B 5B58E8A1 7DA4FAA6 79D93AA4 81413640 808DC79C 80423B4D 81407BD2 7DA8D694 7D68E2FD 78D936CC 5CEF211F 7E8EA837 7D5B179D 786F7048 24182FFD 80AA79F5
7D103B9D	77A72CEC
7D12F90B	80C07903 5FD28853
7D7EA03D	5B84FF03 77EFCDF6 7F70BD81 7E1B6515 5ACD1853 24182FFD 7D99A6B6
7AB2330B	762A88A7 5E051D01 7B27EE56 3910DF30 7A911940 7B2AAF56 7ACB5CF2 83E84B61 78390E81 7C5E110B 818BADD3 7B2C3191 59ABBC90 76C9339F 80F38A8C
7F2ACCA5	76971316 7938C102 7AE150E1
7DF363E7	5C29BACF 7A2763B0 80B54D5B 7E96DE6E 81A75668
7E3D64F7	81521C88
770F3389	75503658 7D965162 78E33330 80CA2080 784078AE 7A0D2818
7F2BFC5D	7F1A4B45
7DCA1585	7C4E2989 7BA647E7 77F244B3 7DB6E386 7838AC5B 7C3C6875 7DF86955 7FE56CB1 76744C7B
834683AB	783EF53E 805ABEAF 5E0F7667 7E3389A0 769D4A7D 7DB2DD7C 7DEA1BB0 7B480FB8 7F49ED6C 766C9944 77260675 778C450F 813245E2 7D77722A 7D8E7B89 7D6551FB 81AF9574 753855B9 79A6C820 714D3969 7445CB23 76BAD305
7F63B4E2	8038BAF1 7D65DDAE 80509FBD 800D4250
7D79B4DB	832F612F 76834A98
8081CC93	753BFF86 7FD3EF4B
7AFA754A	7E2EA0D6 7CA2C6F4 7CC47EF1 77B4A717 7A0F6349 793F6E90 794EBAE5 794C6CF5 026D6BAF 842460EC 79BD8647 76B1D4C6 7A25FB31 75FDF68B 77B1D693
7F077806	8162FBE8 759A6FAD 79BA7158 7725169A 7F42E40D 7524129E 7FEBEF66 79E4C0B1 7BF662FB 7A39E27F 7515B05A 7816E637 78BCB403 7759B77B 7A6E3D85 7A50FE06 7A6CBEAB 763269A9
813D8718	79BB15A3 7E5A398A 7A5CB43D 804087FB 7D41C7DF 76755184 7C27DAE4 78BBFAAB
7D148394	7E2E9C8C 7DD526A6 7E8CA06B
7AE6BFA9	7D49EAD8 7F4B265B 807EDBCD 7DAB27F3 800C3996 7E79D810 804F2E0E
756107F3	775DE7B5 75E816BC 781D5FE0 79811686 7FCF140C 748C5B54 756EDA6B 7F49AF61 7BC13738 7C5567D9 7E3E615E 7EFA1C62 74DBE99E 77A6EC24 7C7BE3FF 7F443C0F 6CFBB0A9 7FDFAE89 7A1103F8 806F8B32 7FC95005
80F33E0C	7DE83A8F 7BBD1DC6 61EEB6D1 7A5D7313 7E639E10
7A35E932	79061B14 7F39488B
80FE2668	75C14FE5 7608835B
7F3F20D5	802C5FF3 75381DBD 80A3487D 75EC1138 809149DA 78AF4857 7F1A4B45 5EB3BD0E 5E4A259C 8118AD5B 7F150A2C 76905C9C 81546256 0DEBE499 7D820266 7CEBE227 7E3846D6 0B1B34E4 7CAAB093 5D2CB84D 6A0A3156 7ED7578A 7F19BD93 7776B72E
7E8D8466	777AB398 807F41EC 7F8ABD93 7EE2FDE8 5A802A1F 7DB1CD8C 80051E8D
7EF87F2E	7DC5056B 80DF7F8C
7F62B470	5EB3BD0E 80A9E545 7E5ED688 5987C41A 7DDFA3AF 7FB604EE 7E6C91F6 7552F546 7D090932 7E84F970 8054BBD9 7EB55FE3 7F6E10F4 7CDEE667 7D572F5C 762ACE90 5D4A0D45 7D8B3A00 76955FE9 7639C253
7E6E0FF0	7CF0C82D
7FF5F990	85A47112 7E0B5F46 79EE6752 75831EED 802C5FF3 7E351706 7A579676 7910DB52 7F1A4B45 8118AD5B
802DA95A	7A47DFCE
7DF34B7A	7B3563EA 7B7DCEB8
7FBDD939	5E814F54 008FEB35 7A51C8EA 3275ED65 79E6C408 7C4E2989
812EC6FA	789D6E5D 75CF5868 7A2A7CDF 7978159C 799C189D 8067FA62 7B272627
7FCB6B29	1785251C 80EEF761 602501CE
800B47A2	7FFB0E14 77294CA2 8160117D 727AFD27 8148D4AE
7E4A7E88	76BC5571 7DCF3D44
7E941C86	5E90E60E 2681B28A 787B1CD8 5B9041F4 7594F429 77C6A01B 7CDD642E
8014B722	7C75C2A5 5CD47F42 7EFA0C54 7E8AAFCF 80C550FF 77DF4DC0 7DCF987A 8122FA27 80CE361E 800995D9 7D9B7455 7CE6F206 7E64D3B7 77BEC625 78727DEC 7C554E05 7EBF3E0A 7BAB75D1 7FA3A4C8 7F4D269A 808EF1F2
7DE35DF1	799A8D13 7706E863 7A03AD04
7E202304	7F452AFF 7ED73591 7CBCE81F 7DD041D2 58F36EA9 2452C958 7A645CD7
7EB404C2	758306B5
813FFC63	778C1DF5 7726936D 81699AD6 7E6DDFF3 8146FE90 5BB36109 5B9A0D4D 80875BCC 7E09476E 7DB887A1 809138D8 7F174084
7EAEAEB3	7FFB868D 7DF0E5E1 7CA587F3
7F638CA8	7E0E46C9 7E355440
80813E95	7A61F322 7B582944 7DC0AA3D 76ABDB34 7A16A581 603811B8 7ED4A9DB 79D6DF11 7F6AD6C9 76B3FA20 7DFBB797 7591C107 785FF3E3 773E457A 7B7FE6EB 8110898C
7D2B8F54	354FD971 5AE6FDB8 137BD8B0 5A40EFDA
7B382001	7740DD50
7E343C58	7B5585D7 7F32C217 60F2476D 24260C29 7C254BF8 7A26EA80 7CEE0C05 5C741118 7DDF3C8E 78F0699F 7BE8C4A8
7D5233F9	7C579A31
75B53A02	7E96E25D 7CE0A233 76DBFCBE 7FA6D690 7DE61038 7CFD441F 7E4D50E6
7FCADA2B	80A86728 7C8C6DA6 80A3528E 78DAA5CF 0993284F 2335D7B0
7DF78330	78A68DA8 122BCFE2 7F7CC1B0
59DFAA4E	7DF04F0F 7FE6F7D8 7C96B088 7D9A96CA 7F1F374B 757F83CA 8101445F 7CDEA391 7ECB7778 7EFD2BF2 79866F4F 81A29A0C 2383F93E
7ECD994B	7F04A22E 7F44219D 77A390C2 0654FA7E 80635B0D 5FE3F0E6 7D4DD19B 814AC9CE 7FE3F826 802D210F
7E9753D5	7FA56C36
7D1732D0	8100B1D6 7616D2EB 804920CC 769FFC34 7E6116FE
7A243B51	7CD3F33B 7D72286C 79647D6B 7C3B4277 77C1AEC1 7FD98260
7DBD12C5	7D716E34 819BB6B2
7ED72FE6	7FD22077 785AEA8A 23A44FB1 80DAA5D3 5C70B045 7C6B75E3 7B8B8785 80D0A18B 7A17A0C7 5A104940 7E0939F5 606D317F 7F43B074
794C4B58	79B4A2CC 791AC402
5B5BA2E7	817458EB 7F8C77FF 7D50D8CA 810F536C 8456A1D7 75ABF79F 807B7C51
762E9D51	76890CAF 76E5C58D 822548B1 7B7118F5 7AEC5A8D 7CE9E0DA 7BCDA37E 7CAB4230 82762ED3 7DA0E1E9 7FDD5578 7B09D2A1 7B1CFAC8 79B3A1FD 79C6C649 78F57DDF
80B40507	81825810 5EB3F2E7 80026B19 78BEB7A5 75400EBA 5D6B37CE
7FAFD008	8006A20D 80E5DCA0 79CA8FA5 7D9FA46E 5B288624 810EE3E6
7E52F8AD	74FC9402 77B7E64B 7F8E95B4 5BAC1F96 7FF30EA5 76077BFA 7FD3EECB 77B37736
8070E064	81563A6B 7CF1CB37 7B3A0E0D 7D6C71D0 7887B789
7EB9D23D	7E0C99FF 7ED7088E 7711BE96 7737005F 71A60D21 6CF37D70 7E2A1BC2 8306438C 7E173420 80A5407C
8037FD1D	76C7768F 7FBC0304 78BF7DE5 7E28CAED 7CF0A5A5 8120F354 815BB0AD 7E88021D
77C0FCE2	7CD444C7 0D0B7045 793F99D4 78A317AD 84C6C1EB 7A0259F3 02ABD598 76DFF7EB 80019DE0 757BB126 7D629BD4 81114F6C 09F47932 777FD020 7D296B29 75169B43 7BF62244 7A4AEA83 7FE62DDD 75787E62 7760D5B8 7D40F5A8
77037C19	78BCF2FE 7CAA0F8C 7FABFE57 79759184 7B526272 8022D576 81DF9E51 7FDCF142 7EA8B3B1 77E0C0CC 80D5B2DE 76244635 0192296F 764F23B1 78272555 79488DB8 80A563C1 7D5FF96A 7DC7074B 803914B3 5C185AA4
7D01E1FB	7F4CBBF0 7E8159C6 7A3DDC7D
7B85A025	7F4727F8 786607EF 5C02F2FE 7E40B946 5D69AA9A 7EABA1CD 7A3957B2
7F7B3350	77590DEA 79FFF3F9 797068D2 7F5127BE 76632495 7FA1D251 6819C1E4 7B0E5D6B 76456567 7EC3EE3C 8091C1DF 81531C86
7D5834B1	5EB3F2E7 6DDB2E4F 7E109AF0 7604231F 80F76AD6 7D6DB019 7DBEBF0C
7DECADA0	7F3FA8DE 7D445769 7F58DCAC 7FDB688F 7D6B1C4E 76C65C1B 7C9D958D 76050AD9 7D40ED87 78C9A2CA 813ACBB4 7DE5AC98
7A18C192	7ED52BDE 7EEF45E7 7E5D0128 7E1FB855 7E0366FC
80AE843D	76E07654 7D82CCBC 80984CAF 80E687BB 80DC484E 76F0FE48 80131B97 061A16A6 01713131 7ED7C853 808702D8 5C357F0B
7A0A787E	773B7C4D 7C553BA7 75C77AC7 7BF522EE 7CAC97E1 7C911B8F 7A4CE062 7B394BE5 7F4A18BC 7BCC9C98 7BD59D73 7B22640E 7EE3DC0A 80E1B2B5 76405730 7583CEA8 7A657D46 75468720 7A093BEE 7C22CE7B 77F7FD3B
7AF96288	784E1750 760FC7A7 7C586EF7 7701A7FC 7C8E9275 78CACA1B 793812CF 7C1E30E8 76C42BEC 7A8E2F84 7572DC94 754362D8 7B6054A3 7A23B1E1 7A8F2393 7A258E25 7B4B0BD4 7A4C7F5D 7A3FCC79 77F3CEC3 7C677581 7C262F77
7779FDAF	7F3C0193 79A5C8B6 7DD2C668 6189E968 7F2D26D6 7D5C582C 7F9EE5D0 7D4B5CBD 77AD29E0 7FF7F63B 77539DDE 78B15C46 23956B6C 785F125D 5CD45F04 7C50DC4B 7D0014C3 75CB1CDC 7D2D592F 7E54C678
7EBF22B0	004FEAD7 7D912B77 77509673 7666A6D5 7E799878 773B9C01 809495F4
7CFB0463	7A5353A2 7E245FCF 78545D5B 75341FD4 794250A2 75A93629
7E465C2B	8171FD82 7BFD715C 05921687 778A519A 7DE1C2A3 8070ECBF
7DBD8371	8131C4FB 7AE12C7E 7B39879C 7BF522D5 7E4A7807 7D6DA5D0 781E49A3 6EE6DFAB
7F46D52D	81F065E9 7FDD509D 7D3D337F 760F6450
7FD482CD	7E40B946 5C02F2FE 7F4727F8 7D630DEE 7FB871AB 81718B19 7A3957B2 5D69AA9A 7EABA1CD
733A63B9	809138D8 76BAB2A7 791E7228 77790B82 8108F1CB
777189BB	7DFECB06 7E0D45AF 8048DF73 814B61FF 7F8B7669 5B9F0F20 7D2587AD
80F90177	5C40993B
809EC0D9	7E9D9315 7EE8BE43 796097EC 7804947F 59AD2B85 5CF55344 5E41D26C 8039A27D
7869E204	75D004DA 78916BBC 7A55B617 80423757 59088F54 7D590B9C 7CA6DFBD 7C341A33 76CE8F27 7D3B369C 78B9F273 7CD22F2F 7B63721A 754DD5C0 80598EF6
7D769420	7D1403A6 81336AB9 7E29D543 7ECC6129 821E7553 8280966D 81683375
7F9A1DFF	80C51C1D 7DE26468 6484BD9C 813943B3 80FD1055 7FCDC4D2 7FF9CF6C 7B90860B 7BAF321A 7E000854 040E838C 75F81BE2 7D2E4E40 7D5142BA 7EA2F641
7C6D63E2	78558EC9 79681957 0AD00925 11A9AF69 75F3182E 78094E73
7E6034EE	808DA80D
7D2732C4	7B06CCB0 7F6AA0D2 7F2DB25C 7BF14D14
7CD689F8	7151127F 7DD8F03A 7BF1D896 7E3FDA2D 766074C1 8078E137 76485B80 7A51D812 7AD51517 7F443E4A 75156B43 7811F1C3 814C773E 7E8BB70F 80AF1889 7E5BA934 7E40A781 7B6FC360 0EB3D680 7AA13DDA
7E3D71F7	776BB581
7FEB978D	7E8FACB6 7F2B39D7 80F54163
7C0CEA45	7955838B 7BC7580F 7CBAD945 7D122B42 839A9BD1 810190D0 7D62F5F8 7760B37C 7C9D4CDD 780A9023 7CD029D0 75F95DEC 7CB9CFCB 75B0D103
75956755	779C7E24 77DD5BD9 76591A15 812C7FFA 758A827D 78092DF5 78491563
7F0CDF6D	81FEC6CA 804A9280 7A1A7089 797A1722
7D86C101	7F8478E0 76F96916
7D082EE2	712B9564 7AAF6A23 804E58E8 7FBEBDE9 7D46291E 7E9EDBC5
58B07C9C	7D909799 768F3F89 5C105A28 809424DD
7EE62D6C	756DC990 7D18C0F2
7DE83244	6F100631 773E83C9 7D86CF6C 5DE97DBE 7E9C318D 7D98195A 73E50233
81C1D15E	7858C5D0 05FA1AC9 7B4ED450 8220FEBD 7CD9ECA5 85788AEC 75903882 0C19C4D0 5C85E0AB 7540E2EC 7909E4BA 76942144 5F247FE5 7E3F1D44 80B38F9D 75801176 2740F213 5DEA99E3 7DB131FC 16E4BF9F 78401D4A 7B035E22 77C9715C 7D3458C2 7B519BFA 770DA860 7942C1CE 78B04C98 7946ED2F 7B08F9FD 7C1F5743
75605F9A	777F0D1B 7D97FC3C 760476BE 7C628951 7C7F496B
7EEAAC75	6E2A87C1 759EA0ED 7C23010A 7AFC4FB9 77E1DD17 77CB6423 75B86F0F 786E33B3 7B8A0456 7997BB91 7C3400A1 7B46F421 795A422F 763B8FA7 78A76C5F 7C57752A 092C451B 3BF2245F 7769275F 7C7F8370 78764892 752D0D34 79D8AF7F 7C6225C0 78C50FEC 7750A4B9 79BC933F
7E77C9B7	804B8EF8 80F93C9C 845902DD 77AF1F35 7A5C0C9B 028147A2 7DAF8C1C 5C29857E 7BDCB034 7E95851E 76BA5AC9 7F7A5066 7BD4A7C4 83B6F820 7FD772B6 856D9CE3 70305133 775CCD19 6048EDAD 7680BE11 7C83209D 7D7E9D11
75BA2ED4	7F0B94A0 7B711EFB 763F81F9 8009E2B0 0B41DE1D 26DFC7EA 76E2DA06 7E6F3119 7F044985 7935E68B 77885964 7ADA5337 5A6CDEA9 79F35792 7EC1FD57 8021FA5E 80A9A704 7CF05FEB 7D3B45F1 7FD6CF04 7BB0D037 7D290098
7EBC8E91	7E924759 7F383A72 80216502 815B14D5 7EF1FF97 7CF20E35 816935D0 79193D5A 6A4AE848 78F28496 72818973 7E3BBA93 80266A93 7049AB23 7E466761 806F3879 7D30D94F 7DD56FE6 62FA2C7B 7E10F13E 7D3E60E2 7D450785 81728855 81415EBB 810E2F00 7E22CB2F 7F8C77FF 806CF941 59D015C8
802C48A5	7FD37C29 75E7123F 804ECD25 80877BE4 5F2F5E13 08EDD5B2 80EA30D9
7E627B9B	7935D1CB 7C050D28 0267A33E 7E84C4A2 78FA7845 7D56082F 7D2FAB4E 7AF55BC4 0CFFCAC8 7AD377B4 77EAB2C2 806A613C 7FA5CF86
7756CB60	75E15D43 7B35F481 771EB5DB 76049A41 7F0C814D 799A177C 79CA36C3 7D1E3064 753640C5 75ACCC5C 7DBE9C73
806DB1A2	7D92AEE7 7E5FAAD1 7CF941A3 26F79A1B 824827CF 5BAC1F96 81386ECA 7FC0A25A 7EEE4411 7F40F4E8 0026D108 7FD8BB22 7DEB76FC 7F4E5DDF 7DFB90AD
8015FBD2	7F677305 813FF46C 812B0C05 79992B56 7FE2CAE7 7CFDDA82 807E7849 7F94B44E
7FA75D81	7CABEC28 753667DD 7AE9E48D 7E9C950B
777BA10C	80377098 780E9366 79E6935B 80213220 81729A19 814BE810 79711D9C 106D4123 778F63B7 7A6F6431 8073FC9C 7B205A19 7F964A0C 7F7F030F 755A7B0B 7C41F2DA 7CCA6989 809BD117 7D50ADE7 76C71C01 5A20CDF8 77AA11D4 7810DB64 7E9384F1 71596342 7CCDDA92 77F9A7C8
7EAE3BC0	58F68F31 7747B752 062F951F 7F7215AE 7FFCC89D
8051FE39	7D37B70E 5FA99604 77B4FA26 7D57A49C 7FA3684A 7F7E5745
7E96517D	7D05ACBE 7D911763 7FAF47FD 7CF242B9 7DA0AD0D 813F4993 7D0C096B 7DD067E4
7EF2033D	7A763A2D
80B5CDFC	7AD128E6 7AF78DEB 5D332480 7D87CC08 7FA338E2 805C9172 7A6AB6EA 7D6649CE 764463E8 7B1770AC 7D4A0169 782699A7 77F5AC1E 79B142C1 7B1B289A 7BEAC8B4 7F45B95B 7FC96C69 760F67B9 7F422A72 0B96489A 81254CEC 792719CA 7C215A84 78D1FB23 77C9A7F8 7911C3D2 5E68F685 78B2E0C5 054FDF2F 62D39363 779BD1E5 7C8B4360 7902FA69 7FAE20A1
7A807474	7674EB3E
7D0F79A6	752F0DC5 7C6B75E3 7DBD3CF5 79EF97AF 7F14A1EA 7513F87B 75E367EB 7AB602E2 7E32A1B5 7FAD0C53 7CF46779
7889507D	80141825 7D172898 7E5353C5 80717D61 7EBBE98A 5B7BC048 804F651F 7E6DB5AB 7EF8E125 80E17F32 7BD5DFB7 7EEBF413 7F14C4A5 7B2512C5 7F39C085
7A3A8AEC	7C4DE979 7C5B50B3 5E95CA08 78CD9AA9 78CC0083 77543038 5EFCBD44
80847A02	7FF187F7 7FB957DA 815DC6E9 7E1614BE
7E14019B	781DAEF2
7D072F34	75C7FAA6 7717ABD7 7F526456
7E9B9473	760CBB23 7BBDC965 76F2CADF
802D36BB	7544153E 7BB14C8B 5CC0FEFC 7612B569 7E5D34D1 79030D19 8123AEA8 80E4394B 7D0735B5 635D3598
6827A416	7CF97BBA 7B805C18 803EE3D5 7E669BAB 7BBB7A2C 78591782 7532D0AE 4BA41E4C 76259721 08CD2E07
7FF238B6	79601A43 83A33B83 802D588B 77948EA9 7AC817BB
119D8FB6	7A2E47BC 78B01278
7FB08A53	5C25EF59
802672CD	7987C3EE 7C3CE2F1 8093E097 7D1B8328 7F98E444 8070F7BF 7E44C248 778BB0CC 7E56DCA0 7A3F3927 7FE1821E 7852B22F 7D5D9689 7D669EF2 7DB3ECDE 76AA689E 78351418 63377C3E 7BE3029E 7C7E4F7F
76990663	7F6AA0D2 5996F17B
809B51D8	807AC603 5F143277 8084E918 77EA508A 7F6ED14D 7F653A58 7F0DD925 7FE63C1B 80201968
7DA317D4	7F67BDA7 79E0A234 7B04B774 79536723 76479FDE 813F0727 7F635EE2 80CE3950 7F9109F1 805DC89F 7D3FE0B9 7DE093DE 5C7AD0C9 7B90E8F3 7EA1FB9B 7ECF1D37 8140EEAA
792D2AC1	7FE9E96B 7F61D1E8 6250D408 79A3543A 7F17359D 7F47D5AF 00A4526F 7DF4F7C5 7DC8B910 77F3C74C 5F951B6C 7F440868 80E319A8 7F9579E4 04BA43EE
79D21816	751C403D 7AC19447 75182C27 75EF6A79 796CD978 7C8665B4 7F60CD80 825E2438 76FC2B95 7E3979E6 82BACBD6 7920A504 7D409BD5 7F020E18 76B1AD9A 7825446F 78504FB2 7949C437 79DA41C2 7B753264 7CC4F028 7ECD5471 76F9713C 781B2E39 79D35DD2 7ABAC7A6 823DC89F 7C3B2FDD 816723A9 78352F59 752B2A1A 777F870B 77CEEB23 58C23079 77D55F59 76544931 7DC6DE14 76ED57CA 790F6A06 76A654E6 7F5DB604 7BAB8633 77243C16 7C911B23 7F6E3C6C 766C8665 7EFE0A62 14E63F42 59867047 84502C91 70D32B7E 7CA02286 7815E12C 7EDCBCFF 5F73DE04 774CE625 7A0887D0 75BD3901 7A56461A 7A89FFC2 7DDD4238 68AFA00A 75CFB7C5 7AB0F3AD 7ABE4867 7C1C5573 7FC8DB97 7C3D0579 7F7CB46D 761FCD35 6DDBCD55 7F6AD28F 7ECDA93C 769F5D6F
81ED3643	816103DF 784DB18A 7F580C92
7DA124FA	77841FB1 7D568E0A 6CB054BF
76402632	78DE9D6E
7E873B46	80F8EC19 84699BA3 7E146DFB 045C580D 754E936F 7E6362C4 78521502 806C24F5 7D5F03F8 753DE16B 7A728943 80952B52 77B1B905 81436EBB 5D05C6B4 80B0B4B1 78553558 789F7DB1 7DC8765A 7C178995 79FC428C 774D3B3D 79D07E68 7DBFA7C0
7E0F2278	7B04B774
816F65AC	7A17F51C 7F0C814D 753640C5 7D7F1810
76A93B1D	7EF28485 085D44AC 8116A646 7D634906 8066CDA3 7CBB82E0 751DC321 5933DE01 805C214B 75587624 8017AF4F 80A486CF 76A235FA 7E86746A 7F0A906E
7FBF9F49	62191E97 762A937E 789F383C 7617C8D8 7A989CCC 5C7C5BC0
7763F288	7F0F9BD2
7F7E1858	798F91BD 7EA97270 5A454539 7AD9E571
7D0489A9	7C94E3A3 7D4093A9 7D72276A 58B4F0CE
7FAABF71	795386E7
7B3D9863	7E3A09A8 7A83CF5A 79F19B26 7C262F20
7D74AE8A	762FEFC0 7F3909A4 79269F58 5FDFEADD
811BE764	81772B61 085F1F33 7D12F90B 7F361067 583EAED3 7D3D5742 82172A4D 7D912B77 766CA4A5 7D73DCE4 7D00DEFF 7C58F9B9 78018E7D 7822C631 09C08931 7BA511E7 5BB3FD9B 8150974D 7F756D3C 7E1B9796
813F8CA8	80A8DC15 7D768A44 7DAB2C66 811E405E 81675F35 8589C91D 7D6DB019 7EB1D3E3 812E2474 7F8818DA 7D04770B 7D6F696F 7E1DB0B8 5D7481C8 813B855D 7A14F0B1 7A26761A 7F253D95 7602E965 76779A23 802B1435 7ECCF476 80C50613 80D63177 7EDBA029 7BD4F5DA 7F1E2837 81D756DF 77E0637B 78F8FC4A 77CED593 7EE934A3 7E014CFC 7CBC5B6F 7B83278C 7DA65A52 5D4E4091 7FD2B9CB
7E3C555A	85ECB7FD 794E3DED 5BAC1F96 8107070A
7CF46779	7F029FC6 75106740 7CF1DBE7 7B1B5AF3 7FDB815E 78302D27 7AB982C3 81122C77 7558A762 804F651F 7E3C965B 668B45DE 7E2C2E35 80465592 7ED4A9DB 80DCF398 75B5B263 7AAC2406
7CDC98F2	78B9CE8C 7F70C1CD 77A091BC 7AB8AFBF
715E74FB	7CEC3E9A 78041B4B 8153DE43 7B6D280E 7BD8EC40 75D55551 81F04286
76EBB8F9	02FF158B 786F57A7 806F5912 7DD0453C
5F74551E	7F2F4EBC 7940CF20 7532A7CB 7A80F72A 7A93DF56 7DCEDA1F 7BF341FE 7F209CC2 751ABBB5 760FB149 8141003C 7AEAFB7A
80E6279F	8066DAA8 7F7E5745 7E7F9C67 7FE12F09 7CE4CBF7 803867F2 7EBA3771 807C930C
812A9E78	804F84AB
75A2B07D	600D2D4A 599B0E48 80D435C8 7632DBEE 784CC33E 7EAEB8E2 77716052 80AB5C49 7EFF35C6 7DE9CC2B 7EB09807 8012230F 7CE82A34 7E77279C 5A353F11 812F268D 77ACD790 757F2E05 80C33E9E
7E8C83D0	7DC23322 7A65578E
7EE1CC1B	780FF048 7E399998 76EB5382 7648A6BF 79D544EF 7C8F1FA4 784F32B7
7F3F4BE8	8107AE4B 7ABBACAC 7E40DB3A 7FA35C67 7DBE4701 0A79E9EA 5A9E1686 7E150632
80EFB7CC	5C147A56 7FD84F7E 5BB3CDB2 812199AE 5A573414 7EC52E39 76C011E7 85737839 587CB2D2
5DEA3C91	7FB1EFC7 75F36293 80A5148C 7E6F0F22 813A0FD2 5881FB68 5EA1D0B4 743666B9 80DD8434 7E15C09D 758CC006 79E3EFB0 76FA3736 80CB1233 7971214D 7BC8F3C5 7500C8F4 756F9B5A
7D002BB9	77FF126C 587F74B6 7E46DEE5 7E8168C6 770E3201 5DCC642F 7D0E2060 7FE39B2D 7B45A080 831F37A4 751ABF69 7D72E921
80A9418D	5EB3BD0E 7659969E 78AE15F2 7D911763 7DE824F5 811FC5FD 7DC1A644 8334934F 7D0E33E1 7F2DA2AD 7F0ED817 75C7FAA6 80416E8A 7B0CC26D 7D0C096B 80AB5C49 7FB16F32 7DB0FB63 7F59C581 7CBB0EB4 80121F0F 7E3AA71F 756758FF 0B595F69 7D6E7044 80B49110 7652917C 59DD9D9D 7609FEB5 5D116292 7F62ADE7 7DA80944 7E132526 7E2590AD 8012230F
7ED56EAC	79405084 6A3E3510 79C1C559 75BCF297 6010D549 76008A37 7C3A16E7
7F8A7BE5	7E3C2D6C 812CB9A1 780E1B5E
79F6FFA0	7D1F1473 7710AA67 7960855D 798C9240 7DD2226B 80285D88 779D43E8 78A6F3D8 7B8D981D 7EC04000 763A8FDB 7DC3BC7D 8115E880 79B1D24E 7C2CAC0A 754F86BF 7D5DEF45 750B30CA 7A4E39D0 7634F7BF 7678802E 7CA0C2F5 8032CA35
