75E9EE08	7490F672
8080F558	5D008F79 7F059F0F 5BE31C76 7E2C3D45 7D941F39 77855D9D 766F397B 79355817 79D338EE 76A79549 7AFF62C3
8023EB85	795897F5 7AD52813 79AE1E49 79E4E9E1 75FF57B6 5C1A8752 6B823020 7BBBDF74 007655DA 7B6EDE3C 85910C7C 75B9E800 77A90257
7AFE4F15	82E58805 7C0F6869 7CDD2950 58DAA3B6 68D66219 791EFE22 826B583B 79D56488 7987A63B 7CAEE5D2 808A76A1 78A8BA19 7A69962A 77966B2C 7A874E48 78FE50FF 756059AD 76CD46E7 7C436982 5F5D0D29 7570A50D 7837E6D8 7C6476FA 75D458EF 7A425DD1 7D5EC933 7E784CDA 7A30878E 1045603D
7D282BDC	79C192B4 7D1A1737 094BB27B 73522049 7E296F69 7CF933D0 7FA1A9C5 5F805B51 718D8C16 816E0B16 5E91D857 7A1BFB47 02CCD7D9 805F9611 7DD30BD2 7CC66086 7E521817 7DC03530 7CED0690 766BE166 7D53B4E2 7E7612FB 7F15C769 7F954B1D 80EDA9F6 7EC18939 7C4FCA37
767D9B22	752F77CB 7E052E26 7CE4418F 80C8A45E 7E9164CC 07B484E5 69EB832E 7CA60ECE 7E44A621 7DCD63BE 7F6DFBCB 7766896F 7FF3E5FC 75EFF49B 7913E00F 7CEA14A6
7DBF9225	59F8C811 7FA9A5FB
8012D418	7C05F5C0 754A3C30 7960462F 7D343FB5 77AE4563 7F13261B 58E27B38 7EC14339 59E535AF 7F975DF2 802E388F 68E4D4EE 7F932911 5BE5E907 6BFB1FD6 6F5C9293 5F218850 7D3550F1 5A182093 771CAFDB 5EEB59EA 7F065CE8 58A04515 7F48C5BD 7EDC8678 7FA5924E 5D84540B 00EDA775 8114F8AC 01817436 5A3B94DB 762FA348 7FADDCD7 8084CCE1
7D695FB8	7D2703A3 7D2B064D 7F3ECC77 7E18CB80
7894336F	7946928D 7AB7B68E
812D754A	761DF0D5 5E2B3E5F 7F384F68 7FC8C23B 80859777 76A1FCFC 7E34F4DF 7D791AD7 775873C3 8053F7FA
7FE99DEB	7E603977 815A7187 7A36F32C
762D6604	7C7D23AF 0120F1C1 7B469B1A 7F01106D 8008749D 763BFD6F 78CEAE29 798C138B 817736CD 80CD14C5 7564FDCD 762ECC2E 7A32078A 7D26054E 7F7D22AD 7DD0A2BD
7F586C87	81468C91 7064808D 8000759B 80E8C244 5B963A71 7D9A6B07 813ECE1C 8072051E 760F9638 808F5F08
7B276380	595DDAA5
80456A55	784D0866 5C31B7DB 755E27F5 756B6A3D
7DAC7346	7EE26911 7E81091F 7E4A7DB0 809F4724 7C7E8D19 79B79CE3 800DE79D 7D3AF9D7 7BB9BB36 8081CD36 7C15FFAD 8041F1D8 7D56CC3E
782F926C	74082FB0 7A0CF473
807204AF	7F90D9A8 814B2048 7EC58341 817736CD 7D1F730E 7E43D6FA 79A2F850 7EB8E2A3 802CB064 77C32221 7CBBA843
80AA0BE3	04924198 1045603D 85B414C6 75DEF26D
8067A73C	750D8EF6 80DFC065 763D9A55 7785390A 7F06D94B 75CD0ED1 7ACE8152 807F60A5 79748A9C
7C33E9F2	79A87C4E 54315FE8 79D0DC1D 817A4D38 75EC196C 7C0F9B03 7D556CC2 77358CB7 81040D7C 7AF03952
7A7C9FCF	811BA12D 0751961F 754488B7 5F8CC75B 76389B9F 7C9DC279 79419FF1 815F8DC2 7B56AFDC 7D175FDD
8141AE85	774C12D8 7DFADF92 75DE32D6 7435DFB8 8165DD41
7D6684DF	7E463C7C 7D4050A4 787D7726 7DC27CD2
79C7B839	76A7503F 77ABBEA0 7A5B31AF 7A541701 7F5B51C6 7C322E3F 7510A654 7611AF4E 79562C12 7DF3027B 76854514 79A6A1E6 7AECB77A 75903FA5 0E3B14FA 76854D63 7B270AC3 7961A219 785465CC 76AB23CC 778E016C 7A58D0D8 79E916ED 78EADD1A 79470557 5B8CAE94 77EB0C8E 7CC9BA51 7919F99F 7931F9F9 7787433B 78A71CDF 79924AC4 789C14B9 7B3E7B3A 78100FF2 751E6BF6
766027F4	7A07078F 8135CDC0 7C97B69A 7F10B7FD 7C8304EF 762C6B5F 6A7D0638 81791888 76578C8B 7C4CD4F9 80D25FD8 737CBA3F 7AB281FF 75A79547
7F1BD151	05B0E93A 6A37C1BB
7D9A48E8	810CE0BB 75EE9D83 7D75A430 8120E74A 7C4AB215 77032658 77466D45
75FF57B6	80A5556E 810B78FE 7C7E68F0 756C31C4 7CC70312 7A0A7012 7987A63B 00A1C17C 7C5D1464 78635A6D 7DEE30BD 81219BEE
80301C31	59F26070 78F4B6DC 757683BA 75480D07 80447F85 089F30CF 7524C25F 7D6C5F76
7B4AD955	7D84B649 778D3CEC 7752C34C 7B78812E 78248E5D 78C9633A 7F3E718F 778D1A84 79EC78D0 7871A316 7914F00A 7E8C683F 7A161363 78107C0B 7EE22A77 7F2D5330 814D7531
80249063	04F644EA 7B3452EE 80D7DB93 7BA6A677 7F2591E4 7AA3F33F 817736CD 778A0BC5 812A922C 7EAC4E02
7ED82ECC	034E48DA 7BEBA82C 5E2A927C 5AC41233 07898D07 6E2EEBAD 0153C556 81025E38 00C6AAF3 81082FD5
7E7F6353	76BD0D18 7AB1E27E 7C90D3A4 7EFC6557 7FDF51FE 7F22C203 7FB60A58 7EF0BE41 788B81A6 779C0876 80F1B6E4 80396A68 7C403BB4 7DDD481A 7B92D697 8571325C 75CD1194 769510E5 6FD6F9A9 79602962 7BAE270C 7BB58282 80227B67 7FBB7EF6 81270B0E 7AC8B1A2 80BFB5BC
75D3944D	7D50DBCF 7C43B6E0 7D9EF31E 7FCE46A1 7D8DA9FF 7FD4D6DD 7B1FA7FB 79951649 7D1EE139 778B5ED5 7C661E93 7A832E1D 772FCE40 7E59E9AB
80D0F6FE	7DCDF8C4 7C1FBB25 7F7B2904 80957D93
7D3C5F65	7726AE33 7DC2CE79
7F5AB6A3	5A70E6C8 7D0904BF 815A72C2 7DB6C8ED 75DE32D6 79B6FD8A 815BDAB1 7F3C153A 7B21C72A 7F90B621
7ED8D7D3	5A300E09 7A0A5241 5B0BAEEC 7D96471B 83F0265A 80F4E80C 7C64BAE4 7F21F811
8004DD36	6D7F67D2
7F2A90EC	7AD3E400 7B1AD605 7E91CB3F 775A4F3E 7D86FA88 5F69950F 7A7260E5 7B554E12 7D38FC36 789D5C44 7718AB70 7ED4FF29 810CA83B 80779300 7BACA540 801FE38B 7DDB1208 811943D2 7BC4AD93 7D387529 8081621B 79ED6665 7C891E14 7CCA07CA 8010DEC8 81495607 8169005D 779247C0 7A13E3F8 7AD93B0B
81011A28	01ED14C3 017FF37D 7530B09E 7CA28214 7D38F5E9 7602A613 80B36161 7E1B3621 80BEDE3E 7EC7FF26 78178036 0B1D71F9 7F97105D 7EF98412 066FBEAB 7A2E21CE 5D0191AD 793EADD5 7606BB04
7D47F402	76B35E9E 7CA04B4C 7C504C9F 80C8C41A 758197DA 7C055BC9
79FADC43	5B297185 5FD81DC1 5E3C6C4F 7564D935 03C1DC2B 5F75EE60 0A3CE180 5F3DB18D 5E7073E2 078B25C8 7CAAF7A5
7FA2C05B	80CCAC32 7FE6F398 0AEFCD61 7B128A93 7DDE695D 808DF56B 7742E0AA
7EBD575B	8031AB6B 8113CC0B 5ED30ADD 8628944C 8049D71D 7FA42A15 7D53F0AD 6F7F7AD3 7E7A5930 7FD129EE 77E76BAC 7D802485 81889984 5E0FE46C 7DBFCF6D 7F8B8885 7A1B2F54 8118A037 5A02BE73 5E39F598 7A6C3AD3 8166FB41 7F5020A4 7F2BCAD8 7F4BCEB5 06AA0E37 7F3D83B3 6C10A55C 775BCE0F 5994AF9B 8027F659 7F708127 80C10C42 8160D140 7A2B194D 08A5D32A 7F0DD8F6 5ED9384F 7DA3D045 780B5CDF 7EB10B52 0BD0DD6A 7D078885 7E5601AE 7F21B102 71AC0857
816D431B	75C11507 7FB8E1DE 815BBCDC
7E453196	7D89D52D 5EA14642 606DD87C 7E482D3F 5B5E9910 7E4C862B 7DDBEAA3 802961CB 63209F30 7B253C0E 80949E97 7D2EBF8B 756C115F 7F58E252 7A7EF3A1 037B2173 0C47EA8C 7FE268B1 76B57A6D 7DE2E5BF 7D3E8D4F 03954E14 5FFE9BE3 808A25D7 00B58511 7D91A76E 5B522B8C
7E9E3541	05B49C80 06D6AB50
7EB49F4B	80362363 7924B568 7F9BD5C5 75E5EBD9 77F82FAD
7D0440FF	602B47B9 86276D24 7F66A249 758B1F94 77AF173A 63C96F99 66729603 7835FDF2 847AAC07 7F2D2550 7D47830B 643B620F 59122932 7D08C0E1 7CFE538A
5D8E9E9A	80837935 76A7B089 771B9C44 7EEAB51F 7C65AA93
7509AE6B	7EAAC719 802B7BE2 7B66D15E 7ADA7403 80A0DE84 75DB5FCD 7D59A484 7F22869D 7A53BAB3 7BEB1988 7D74DFBF 7867676F 76B4DF66 0189AEC0 7BCE9475 06F83543 790E189F 7F876489 0660BE0E 7D087648 7F878AA9 7FD6AD7F 77A4DAA1 7FE51579 80245F16 78E7E807 7B04A2B8
80871231	7DC6C637 030EC903 7D16EA8F 0103E65F 769FD4EC 75E3DC04 7F8C1713 7E5B3649 062A5974 790D9C9A 7D2C3523 5AFA6404
7FECD354	05E9AD2B 76AAE7E9 7D9EFD5C 0AEBFB27 81A55B9E 701C3599 5F098C79 765068A9 7EE68BDB 7D5542F3 7DC69F0F 7F87339E 7F87942A 7A27D305 7B6A496F 78753868 611959F2 7D893AE8 590F12F4 7E004DA8 81E306B1
8127F7D9	7EC59E6E 800C5759 7D06445B 8151780D 7D0BEB4A 80B7E4D1 5BC93974 5B82920B 7C97EE21 0A16ADA9 5B954680 7AD79D5D 7F9C8DB3 7FC0E0B4
812BAF4D	80702C72 80D2FFB1 7A8B86D5 7AC8A645 58A3D036 7C8E62C3 7D19B4D4
7FA5FEDC	7F932DD9 807A7872 7E333521 772FFB1A 7D0EEC18 8015C8B5 80862356 7CFB2C66 5A7EAFAF 7FEC3BD4 7D275CAD 7FB3CE0C 78EEE554 7FB8DC83 7E5ECDC9 7EFA0202 7E19ED56 78BF0F05 7D51531F 8010973F 6484BD9C 7FDDF61C 8141BCB8 75AB6DF7 7A491E3C 7F00EC75 80A634A5
808B8F18	7BD964F2 6768AA48 7DF66125 6B4B0157 767046A2 7BE74B73 75272119 808D93EB 808D3A3C 7FF6BE5E 58B7FBF0
7EBA6A2E	6420BD6F 7E9C2E9B 7F77968F 80704819 7BF50AE6 7BCD565D 7EA91160 7D21E8CC 7F95271C 766A97A0 7E1FB004
81684177	7E59910B 7A481E37 7D00285B 812AF988 7EEA6890 7C4D113E
7953CD82	79E4E9E1 7DC754B9 7C91EF8D 7C748008 77C1C3E2 78E2ED56 764FFD29 7D3192A3 75C70545 781EF426 7A30068B 7C08CC68
7FAA5F97	75DCF622 7DCE6AAA 5D87D8CD 7CBF4BB6 79D6FCC7 7D677B5E 7D944ED9 8018825A 768AAFF9 7DFD496F 5BF7EF3D 80A2EE0D 76CD8203 6E5B16B3 802C155F 81762718 7D7899C3 7EECF508 759F4A5E 80FBAC21 7EAFBAF2
7508E29C	7E916FA4 78F5D09D 7FBBF442 77C049BD 77DD03D4 7D1286E9 7D6D50D2 7A9566E7 8138A68F 76D220AC 7E4ABB2C 7DB36737 8066266A 5F38DBBC
76F46262	034A2A85 812FFE3D 795DFA3F 7ED57CA1 7C3CBD3B 75D0E8B9 767C11E2 7A5DB217 7E92A99D 6E20D265 7896C53A 800032A7 7B02263B 7DCFB82C 7FAC79E3 7BA9C471 7D2E7BD3
80F7EA17	0A0E8E27 79AFD2A7 7FDAAA8F 7F238B13 7D8E6424 7FD1073A 58CF4DA7 7F0EF70B 7A00E34F 7AA6DA3D 0A35B041 7D3A13B9 79593770 7A2AE3B6 6269AEFD 7CECDB78 5E9406CD 5A62A46D 7881B9F8 7DAD351F 81149F5C 08D02ABD 7C395D05 7F1704E8 79228A01 7E561A2C 76A2E94A 800DE700 770435EE 78930C4C 749EBC54 7E4712BB 06C24CC4
59636CA8	7C7E68F0 7F93FE68 09AE62F0 5AC9D3DC 7B9A529E 7F2852AD 24DEF6EB 7AA179D0 0273C9C4 7B89E8F9 78BEF05E 787A36EC 5FB96566
78CF1C35	09F0548F 76D7F9A5 5A95F6E4 5DA6E470 80FF4D9D 6D7A9A95 5C32F1D0 7EB887FB 7EF523DC 7F3AA47C 5EAE72CE 76B49D32 05402C67 83A0C1CC 6A43643E 7AC4BD08 7FA2D6E3 7BB61B16 04C896D2 5FEF4BD1 7A9B07AD 7B413829 7D192D1B 7F6CF75D
83A26490	5B6D7DF8 77CA70B3 5A3B13AA 7AC6A5E2 7E6AC1B2 5F8FDCF0 7DED3EDD 7B3C0F7A
77D3CC8D	786A57F0 75B95323 7F55AE18
80501BBA	6A6A9C59 7D5EA9EB 7D1C8F0B 7D18AA89 7F8AC3BA 7DEDC4E9 80EE2E73 7F22CDDE 5FB66325 81662342 7CF9B5F1 0C6C9FD2 7FBDF639 86276D24 800C5759 8077E97F 802AD866 584EA940 8046A232 7BF50AE6 7F97D615 7D3A5BDB 05C6DD59 79C192B4 81588CDA 8135A69D 7D47830B
7F92D9E4	7DC084A3 7FBEB303 7E446F62 81235670 77FB76C2 7D860345 7DDFE56F 8166F283
82734216	79D8E313 810B40AA 791614B8 79C57F10 04B4F330 808CE114 8043F2A1 7611A5BB 813E584D 79E9AEE0 7DCD84AC 810A2F1D 772D53BB 783333AB 758182E5 7DDF187D 7EFC56FB 76B0A710 80712192 750EDA62 7A7613A6
76BE8711	05A108CB 7818E961 7A69E272 77C81661 61506AE6 773AC257 5BDC441F 5E366FD3 5DC4ED38 79B5C4BF 59573477 5CBF944E 5AA12A33 7769853E 5EBA9F9A
78EA4FBE	77D42945 7E1665AB 79F1A4E1 8068D79A 5F359A27 7EC4DF42 04A8D8B2 5A454F56 80726F29 00412234 7DD9D2C7 7D3A4519 80EC5C2F 79E1DB81 7F054A51 80B86967 5EC64AF1
79AEF252	7A8DE6A6
7FE2B9B7	780D95C3 7EF76E84 81786868 845B2B60 679184E1 7D8414EB
7F9707B3	7D2AC571 583CC201 7202DBFE 7CECCDF2 7C83FB7B 71D5F725 7CA002A7 5F804839 0A188039 02A93A5A 7EBE853C 7940D86D 587D7810 7F2DB2C2 09FCB7BD 6164F0B1 7D18BFD6 08922009 5ECBA241 7D8F77EE 800A3B52 76850FB7 0B6E7E46 7DD8CD7F 095B232F 780C9300
7D1283CE	5A839432 59F6BC14 00C7E2E9 0735E9E7 5C711DC9 0B2E13A8 7CC344FD 7F74C44A 7CAB2825 80AD170F 7EC925FD 7FADE6B4 76DFB21B 7757B28B 0B5B72A0 7C34DA9F 7CE3819E 0B2BFB79 75FDC7BF 057D1D82 81CCA06B 81AE2E2D 7C8E5BBE
804A5021	7FAC7578 723C87D8 816ED6EB 7BC9E648 78741690 81464BEF 5D2E4BDA 5EEFE799 59C45608 7FC0C529 70D912AC 5B0F1718
7710407A	786AE023 589E49BE 81FDAA3F 5B6CBB83 810A808A 5992239E 815D659C 79FAFCAE 7A0710CE 7A17FD7C 6967EDF3 7C2B3DE4
808BDF39	5A396342 7E44A621 81CAD988 7D7C7E4B 80A13A1D 5C5A46A4 7E9595A1 62634F35 7D1C208F 7ECEFC4E 7FC86686 809F3999 80EDA9F6 807CC01C 7EF24982 5FCB3279 09329580 58F68B53 7DB6659E 808BC895
7D59BBAB	74FDDC57
3F51F2B3	8165E77E 7C61BDAD 79D56488 77CF2FC3 5F4BBD7C 76CFFF0A 7DD0963F 79E4FE2F 5E11C65B 79E31B09 7714A300 3A340264 7E2AA92E 7D3EE2C6 039421D4 80811649
7B07405C	7B645707 8091F01C 76B35E9E 80B5792C 75C087E5 8141976B
618E17CA	58CCD96E 72D90A4F
7DF9F8B9	7CFD83AB 08AFEA8E 7D72BCF9 7D05F951 7E2744D3 7F916586 7F6C5895 03B16356 801F0404 7E3A7B8E 5F5F4E9B 59935F66
8122E258	5BEA2509 7DEE30BD 7A001B23 7F0C3600 7A64AD67 2F5B2A7B 78CE0FD4 40CB7BA5 3AA266A7 09E03AB1 861DC47D 5AC6AD2A 7A6A222D 757C3C4B 79366274 3CBC1F4F 5ED7E9FA 7E2B0EEF 7BC0BAEC 5D9BD4A9 7593774E 7879CFFF 799F4194 7CF4FB7B 7DBA6969 7F918517 7600D816 58C7A211 7588868F 81FCBD13 5F8A9725
7D0569E8	7F01FB2B 5EDB593F 800BA9AD 58C5416B 8034F016 7FA11636 7D7EF00C 7F4DFF48 5E2BD577 80C7D84F 7DEE0B4E 5D435732 5DC14416
7D625228	7E255EC4 7BD703B3 7AF195F6 757898E6 5EE4F81C 76C7E4DE 7886E6A9 79DE7DD6 766089E4 7FD651FC
787CD549	7C54A596 592BFFF8 7DA910F5 75A13D3A 80EF15A4 81627C68
7E567E85	79EF24DF
7697F418	78AA0A77 802552AF 68E3EE98 7D733054 78BB8AFF 2C682D0B 6A777B35 6522BFA2 74630C3D 7D915684 76A1FCFC 7E9E2DBD 5B56BD25 7BF94E53 7ABC21E6 7F256469 814A801F
8108EF71	058E2D68
757A5A83	76495F60 7C744B7C 7AA9D28B 05A5CEBA 7B96F88C 7D4516B3
81010847	7F88E17A 7AD3E400 7D4969FE 7F584CCC 5F1802E3 7F6BDD5D 7F3D1DAB 80C7A6C5 7E1E5CAD 75381E85 8005A306 7E6AE256 8123F48B
813ECACE	81309E90 0276054B 7913C2E3 7A214843 79BB8CA1 7808AA99 80DB1372
80A18608	8118924F 7BAA9F4C 7E5DB417 80AD9B46 7D750CED 7EF7D4A3 7DEB1A73
7FA89B36	7C8E62C3 7EA83948 7BDB436B 7E7A54B4 78272C2E 7DC4738A 7E5BE665 8061F9BC 80669985 76DC8569 5C88AC3C 80926D75 7C405B34 7AC51778 0344C4E4 77F68273 7CFF6839 860DA6FD 5BE48C66 78481542
5C4DE461	137CA788 7C3EF132 7B3402CC
79628EF6	59C8F794 792D68F6 75B0CD4E 7FCDEA7F 7556A5B4 80178707 7896B8DD 7B920ADE 008B3B12 59F418BC 7AC331AB 791F3BEF 7A6AE074 7C51D6D5 77870CC0 7742B808 79F04EBC 758638C8 7A57534D 5C459FBE
7D0F54B5	7A1940BB 06DE354C 802A5F03 5F827A53 7A747EBC 816B41C8 7D1ED04C 58585EE9 773275DA 25458754 7DC754B9 5B1EAD92
7E4D3541	5F1F9AAB 7A817F25 31EC16D3 584EA940 5CE693EA 795A333D 80C6C10F 7E7D0E4D 756AB4EA 814BBB36 812ADC6A
7E75ABFB	81341F75 7FAD5E21 7D096971
7F3CAA63	5FFF5A3B 7FF4A77D 5B883B8F 62539784
80455683	7C143039 7E47602F 75A7AD2A 7CCE2E0D 793FA45A 7E7B7036 82096B21 7EEBB1FF 6E42F246 7F235E94 7E2F0D5A 7A3E90F3 7AB03A47 6A5AFBE4 75511500 7E706E91 7E570E50 7BF7F277 767D32E5 03C7A4D3 0BCDBD10 76D6B7FD 785CC4FA
7F37B74B	00CA06CD 0A930506 669965C0
75F3AF5B	6001285F 5E70118F 7EB10619 79CE6C94 78B5EC99 5B2FD7CE
7E5BFB3C	80417919 7D8C1CD8 79E8ED83 8172D03B 82136538 7D3A8D03 7DA603AE
7E7CF3FF	77171207 7BBC5ECF 78B8036B 810DFE94 7B6D479C 783AED4B 7C3B4D08 7630C467 756C31C4 7589152F 7750A41E
8160A2A1	7EA86EBC 7D3F39B6 5B216DCC 7E06341A 80E23C98
7EF6A43D	7E83316C 79F0C8D1 7D106765
7F888921	8030B86A 7E44A621
80EE868E	80D9A58D 78C3E8F5 7CD0A3F0 70B9792F 813E535A
80909319	793A20FE 82EF80C7 5AE83B93 81766CA7 7D45DBB1 7C9E8AEE 7A33134E 75432E67 7A96C277 7AEAB7A4 00C5237E 7B0E5D28
81516CCA	7AFE1CE8 7A7D793B 62357948 07246A2D 7ECA245F 75B9A6B2 812EDCAF 587AB1CE
59D8DAAB	5952991E 80B22E01 5A436F64 7DC910D7 7E180DA6 76DF38DF 7EC3E9CB 7D9A04AC 75769423 7BC5D899 7EE5FDD9 03F41499 7655C68A 7F29FFCD 81618BDF 00EF4ADF
7F2BA12C	7C7C7547 78675BC5
7FC27C28	8065283C 06E90CB9 6B5304B7 05E33137 7E07149E 85E490E1 7A6C556D 8065E732 6AD7B160 70DC9510 80A82BDD
77948011	7D3153DA 5DB04E61 00A1DFC4 754E32B8 7EF16CB4 7B6A5D48 60A7E007 7B19EC99 77911DBB 7BB71ADD 5E098653 809F1115
7D633FED	7B1CDB5B 76281F78 757DC70F 817736CD
7D69BA89	5870CDB3 76C5C70B 5CD19951
7D806F8C	1499ABBE 75E63952 0BAA8BCE 76560617 7DBB82FE 7703B0C3
7C1ECE6B	7D04960E 8134F292 7A491A16 7E1FEBC3 7B496ACE 78EC744B
80071B5A	7F1BAE22 7CEA950C 7D044740 7F25DD0B 83549F30 73EEC80C 7F2971E3 7E1E5CAD 81515F1C 7F3A1A0A 7F7721D3 7D7A2FF2 7755C861 7D5F8F8A
80C181E1	805D7227 58586C6A 75A89B2D 5EFFF336 75B55162
7D6DD198	776676DD 78BA9CEB 7BE70B0B 5AD5368F 7AFC97A2 7B3A8372 7E856563 5B79E3E4 5DB3B712
7960C677	7BEF23B5 80378D36 813D4B56 7B2F5784 802AD123 7D52D369 77030F1D 81784778 0C41C2ED 6A608753 5E67639F 7CFE121D 7E35BB66 78B91CED 7DA4C952
7B8A2144	80108702 8088621E 08061F0C 8059E745 8102A449 76463CEA 7FF3137D 5A317ED2 7FCC92FF 753361C7 5E882948
76324277	7C3ABC54 80A154EE 0C6603DC 7D1E66BB 7FF2627B 6484BD9C 7CF6BA91 7E7BE9BE 76552398 7736371E 7FE4A78F 775DE950 784F95D9 799BF3C5 81506099 812744FC 83DB6D26 78793C87 76A56CAC
79450173	7A0A7012 756C31C4 7D6F79CE 78B98B59 78BBA555 80BC3991 7C720061 77171207 7EE8330B
5F7757CE	7A681CFC 7ED5FEE9 80E9215B 7BF443EC 7A78D701 77C83B2F 7F034E67 03C752FE 7D3F7061 80D47769 81656B13 7A92EE25 08327A09 79A9F19A 7A7678FA 79FF954C 7FB94406 7D381C93 7CE13BB6 5C193534 80269A77 5E01B075 7EB72193 7F46554A 805EECB1 7E2982BA
5DB1E8EE	812B540F 804C0315 7EA909B0 80009FF6 09DE9085 7CD0C111 5A01AD4D 776A0564 6B2747EF 6E554692 7B91656C 03635CCD 7E646DA5 7E700083 7EC64C73 7E997EEC 7EED1710 77A0ABED 7D5BF38B 5F2A4767 7EDC133E 77130251 75E5FC82 7E799BD4 653736CC 7AD5EEA4 7D059335 8163EB64
7DD30521	80A6D5E1 7E306186
68B28729	77668407 0B9079FE 7A8CAC81 09481C2C 79A87C4E
5DA6EFD2	76C7909F 5BD68A24 75551522 79729271 78D9F24C 7B18641D 7BBC5ECF 7702EAA7
80B7C34E	786D3619 7AE4E1EC 79513A0F 801120F4 75D62805 02908051 7E89538E 7F5EFD52 5DB83191 807829EC 7D2DAD4E 75BE6F38 7AF7A23F 807C777C 05D12E44 0BB5827D 796FA966 815CB87C 074A990C 80A64E61 79BD8CB7 79EC5E2B 7DDE1DBD 7E68CBC4 757A5221 776DE3A6 7C3EAA93 7D5831C3
751D5555	764FFD29 7A73CC76 77DB8DB9 7ED48FB4 797B8D65 76E1BB55 7FD175A0
7E84FB62	066D50D5 7DA0B0DD 6848153C 7EE77184 7F4AD951 815AA7D8 7FFDCED4 7922D431
7FF31D29	75FCC4AB 5A536152 77F9A535 79084597 77280619 77917A5B 77834437 78B63846 7CC2780D 7FAF4734 781A574F 7B7C5156 7D796BFC 84208E46 76DEDB23 3B3CA32B 76072544 787ACBCB 7BC07039 7C8E4F28 7D254A58 7FB58FD1 76AB3DCB 77F5E96B 5ACFBC27 758418AC 798847C2 7D3D500C 7EC63982 5E5D6B70 01F2D4DF 06B81000 7997AAAC 7A91FD5F 5B1AA047 7BE9B843 7A46B576 7B03DFDD 77A4ED4D 77E74CFE 7C78F6C1 7F344BE6 773D4321 778E22D5 758737B3 7644194B 599B1A3A 754F4A19 78872651 61FF8696 76CD71CD 7DF309EC 6DED6D57 7A6C9D4A 7C23DD22 5AB7EC94 795084C2 773F59A9 7DBF1E01 6E9F968F 5ECD5C8F 761D9D8E 79EC71C3 7A35DE32 5F914C09 7669480C 7E007743 76BB1B1C 7A67F29E 04DCEC09 7A200015 78665A6E 7E30385B 77BC559F 783D5427 75C78C62 75E601C4 7AAE3C56 7D9ED8F4
7F18EDA1	07F75C3B 1346B7FD 80BCA3AF 76A7E808 805F0E02 80362DDE 797C7BF1 76CB86CD 80DD2E41 78044A92 7FFC15CF 7860CD91 7D8C21CC 80AD72C1 5F505F6A 81269FA3 7F4D9140 808EB5B9
7EC6C969	7EBD83AC 80F53AC1 7996A3BB 79991535 863D5C54 08491242 7E7CFADC 7FADF0D7 7E8CA2FD
8101F009	76FF7B68 02FEB437 7E639CED 7E880E40 5CBE24C4 5E61C1EA 7135C4B9
7D97D8F7	8010895D 5F426C88 78B08B54 7D00B18C 80D55D7C
7D107E31	7B82A937 75EF1B5E 7812AF0E 7950C5AB 75D6947C 7D07A6B0 7A90D7F1 76211A98 78E08544 7602833B 7A2C28B3 75FECB39 79EA99C0 79F12818 11A296BD 772CF28B 7DD84958
7FB39CA0	7E37C96D 80C269CE 7E8D393C 7DBF313C 77E395CC 7D5A406F 7FD3D5E5 25D6A207 80C8C95B 7E57B628 7CFCDCD5 7FF872E5 8109C0B8 7F30C3AE
7E7424D1	7A605A2E 7E7BF780 5BCB6CD5 7FA99098 7E3DE04C 62FA2C7B 7A182387 80E0D669 7EC77ABC 7FC3C435 7F493B26 7D7F9A56 7E23B526 7E5397AB 793894B4 79B07F54 5A7F8331 6CA6102D 7F8DFCB1 5E6D0016 7B719DDC 5A4351DC 759D072D 7754EEEB 81238D09 80596A2A 5AEC8C53 78D9A243
80ACCA2C	7F262B3F 7F545462 788E2978 7FD0A9C5 812B3DA0 79577A74 7ED7A1F7 7DDE16A5 7FBED135 59A9D47D 1045603D 78139965 7F21F811 7CFEB8B0 7D4FED04 7EC00A01 810E4C1F 815543D1 60C112C0 7B8A74F8 5C3800AA 7F606841 59DC6726 800F7E24 8009F0E7 819133B3 85B414C6 79E98D10 7F111238
7643D96F	79A8641E 7AB59DAF 7D7190F3 79B7B0B1
7E732DFD	01B8F6A8 7555C1A7
78F9102C	007D9EFD 58DB2B6C 7C37C1DC 768F49A0 5F4EDF2C 787B38CC 78D4CE58 7F096284 794461CC 7EC522BF 7690E094 7C77D12D 5EB67F13 7DD01353
8136EF76	778B88CA 7A38DB8C 77F34664 8082805E 7D0D68E3 7A3C51DA
7F1DB912	79422C5E 754F1D17 00770370 784BF726 7865708E 7CF75D34 78BE8B78 7AC19BB7 71C4CB4E 7C310833 6E842B48 8175DD76 79D56488 7BBBDF74 5A7C0983 6B823020 7C7E68F0 774A0A5D 7732A2DF 762F117D 79C1EEDF 7A9D4A2F 7A30878E 78F193F2 773FE176 759E67B0 789ECBAD 0436E4A5 76B6F4A3
75B033B5	7A89FD16 7FC41D12 76598F5D 7CDC93C0 792C42E0 7A25D423 7A7C1AAD 472692E8 7FC72AEF 7741F162 239ED905 7E3C7873
812D9F23	8167D826 7600598B 5F98208B 5B2DFBC8 7E20323C 7F8647B0 02390F04 5F3BF39F 7D68DB4B 5F731135
7EC6C96D	8135A69D 5FB8290A 05BE098E 0972A6EA 00502903 7D2D8EDC
80CDE13E	7C75AE7B 11656A2D 6A92A490 7A6BE320 798FDD2C 7DB162A2
